DISTRITO_COD;DISTRITO_DESC;ORGANISMO_DESC;ACTIVIDAD_DESC;GRUPO_DESC;INFANTIL;NIÑEZ;ADOLESCENCIA;JOVEN ADULTO;ADULTO;ADULTO MAYOR;NUM_MAXIMO_ASISTENTES;NUM_PLAZAS_OCUPADAS;NUM_PLAZAS_LIBRES;DURACION_ACTIVIDAD_LUNES;HORA_INICIO_LUNES;DURACION_ACTIVIDAD_MARTES;HORA_INICIO_MARTES;DURACION_ACTIVIDAD_MIERCOLES;HORA_INICIO_MIERCOLES;DURACION_ACTIVIDAD_JUEVES;HORA_INICIO_JUEVES;DURACION_ACTIVIDAD_VIERNES;HORA_INICIO_VIERNES;DURACION_ACTIVIDAD_SABADO;HORA_INICIO_SABADO;DURACION_ACTIVIDAD_DOMINGO;HORA_INICIO_DOMINGO
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';INGLES;3;0;0;1;1;1;1;14;13;1;1 hora;12:00;;;1 hora;12:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';INGLES;4;0;0;1;1;1;1;14;2;12;1 hora;17:00;;;1 hora;17:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';INGLES;5;0;0;1;1;1;1;14;9;5;1 hora;18:00;;;1 hora;18:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';INGLES;6;0;0;1;1;1;1;14;12;2;1 hora;19:00;;;1 hora;19:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';INGLES;1;0;0;1;1;1;1;14;14;0;1 hora;13:00;;;1 hora;13:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';MODELADO DE ESCULTURA;1;0;0;1;1;1;1;9;9;0;;;;;3 horas;17:30;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';MICOLOGIA, HUERTOS Y JARDINES;1;0;0;1;1;1;1;18;9;9;;;;;;;2 horas;10:00;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';COSTURA ARTESANAL;1;0;0;1;1;1;1;14;6;8;;;;;;;;;2 horas;12:00;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;1;0;0;1;1;1;1;14;11;3;1 hora;16:00;;;1 hora;16:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;2;0;0;1;1;1;1;14;14;0;1 hora;17:00;;;1 hora;17:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;3;0;0;1;1;1;1;14;14;0;1 hora;18:00;;;1 hora;18:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;4;0;0;1;1;1;1;14;14;0;;;1 hora;10:00;;;1 hora;10:00;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;5;0;0;1;1;1;1;14;14;0;;;1 hora;11:00;;;1 hora;11:00;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PILATES;6;0;0;1;1;1;1;14;14;0;;;1 hora;19:00;;;1 hora;19:00;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PINTURA;1;0;0;1;1;1;1;18;18;0;3 horas;10:30;;;;;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PINTURA;2;0;0;1;1;1;1;18;18;0;;;3 horas;17:00;;;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PINTURA;3;0;0;1;1;1;1;18;18;0;;;;;3 horas;10:30;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PINTURA;4;0;0;1;1;1;1;18;18;0;;;;;3 horas;17:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';PINTURA;5;0;0;1;1;1;1;18;18;0;;;;;;;3 horas;10:30;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';TAI CHI;1;0;0;1;1;1;1;14;12;2;;;1 hora, 30 min;12:00;;;1 hora, 30 min;12:00;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';TEATRO;1;0;0;1;1;1;1;10;10;0;;;2 horas;19:00;;;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';TEATRO;2;0;0;1;1;1;1;10;9;1;;;2 horas;17:00;;;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;1;0;0;1;1;1;1;14;14;0;1 hora;9:00;;;1 hora;9:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;2;0;0;1;1;1;1;14;14;0;1 hora;10:00;;;1 hora;10:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;3;0;0;1;1;1;1;14;14;0;1 hora;11:00;;;1 hora;11:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;4;0;0;1;1;1;1;14;14;0;1 hora;12:00;;;1 hora;12:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;5;0;0;1;1;1;1;14;14;0;1 hora;13:00;;;1 hora;13:00;;;;;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;6;0;0;1;1;1;1;14;8;6;;;;;;;;;1 hora, 30 min;9:00;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';YOGA;7;0;0;1;1;1;1;14;14;0;;;;;;;;;1 hora, 30 min;10:30;;;;
6;TETUAN;CSC 'JOSE DE ESPRONCEDA';BAILES LATINOS;1;0;0;1;1;1;1;14;13;1;;;1 hora;18:00;;;1 hora;18:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ACTIVIDADES CREATIVAS;1;1;1;0;0;0;0;12;10;2;;;;;;;;;;;1 hora;12:00;;
7;CHAMBERI;C.C. 'GALILEO';ACUARELA;1;0;0;1;1;1;1;10;10;0;;;;;;;3 horas;18:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ACUARELA;2;0;0;1;1;1;1;10;10;0;;;;;;;;;;;3 horas;10:00;;
7;CHAMBERI;C.C. 'GALILEO';ACUARELA;3;0;0;1;1;1;1;10;10;0;;;;;;;2 horas;18:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';AJEDREZ;1;0;0;1;1;1;1;12;10;2;;;;;1 hora, 30 min;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';AJEDREZ;2;1;1;0;0;0;0;12;8;4;;;;;;;;;;;1 hora;13:00;;
7;CHAMBERI;C.C. 'GALILEO';AJEDREZ;3;0;1;1;0;0;0;12;4;8;;;;;1 hora, 30 min;17:30;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';APRENDE A LEER UN CUADRO;1;0;0;1;1;1;1;12;11;1;2 horas;12:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';APRENDE A LEER UN CUADRO;2;0;0;1;1;1;1;12;12;0;2 horas;19:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';APRENDE A LEER UN CUADRO;3;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ARTESANIA;1;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;10:00;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE EN LINEA;1;0;0;1;1;1;1;28;26;2;1 hora, 30 min;11:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILES DE SALON;1;0;0;1;1;1;1;11;11;0;;;;;;;;;;;1 hora;17:00;;
7;CHAMBERI;C.C. 'GALILEO';BAILES DE SALON;1;0;0;1;1;1;1;28;7;21;1 hora, 30 min;12:30;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILES DE SALON;2;0;0;1;1;1;1;16;16;0;;;;;;;;;1 hora, 30 min;18:30;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILES DE SALON;3;0;0;1;1;1;1;14;11;3;;;;;;;;;1 hora, 30 min;17:00;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILES LATINOS;1;0;0;1;1;1;1;28;23;5;;;;;;;;;;;1 hora;18:00;;
7;CHAMBERI;C.C. 'GALILEO';BALLET;1;1;1;0;0;0;0;12;11;1;;;;;;;;;;;1 hora, 30 min;10:00;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;1;0;0;1;1;1;1;4;4;0;1 hora, 30 min;17:00;;;1 hora, 30 min;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;2;0;0;1;1;1;1;4;4;0;1 hora, 30 min;18:30;;;1 hora, 30 min;18:30;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CANTO CORAL;1;0;0;1;1;1;1;30;21;9;2 horas;19:00;;;2 horas;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CATA DE VINOS;1;0;0;0;1;1;1;12;12;0;;;;;1 hora, 30 min;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CATA DE VINOS;2;0;0;0;1;1;1;12;11;1;;;;;;;1 hora, 30 min;19:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CATA DE VINOS;3;0;0;0;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;19:00;;;;
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;1;0;0;1;1;1;1;10;10;0;;;4 horas;10:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;2;0;0;1;1;1;1;10;10;0;;;;;;;4 horas;10:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;3;0;0;1;1;1;1;10;10;0;;;;;;;;;;;4 horas;10:00;;
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;4;0;0;1;1;1;1;10;10;0;2 horas;19:00;;;2 horas;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CERAMICA;5;0;0;1;1;1;1;10;10;0;;;4 horas;17:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CIUDADES PATRIMONIO DE LA HUMANIDAD;1;0;0;1;1;1;1;12;12;0;;;;;2 horas;11:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CIUDADES PATRIMONIO DE LA HUMANIDAD;2;0;0;1;1;1;1;12;11;1;;;;;;;2 horas;10:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CLUB DE LECTURA;1;0;0;1;1;1;1;12;11;1;;;;;2 horas;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CLUB DE LECTURA;2;0;0;1;1;1;1;4;0;4;;;;;;;2 horas;9:30;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO COMIC Y MANGA;1;0;1;1;0;0;0;3;0;3;;;;;;;;;2 horas;17:30;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;1;0;0;1;1;1;1;20;20;0;;;2 horas;10:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;2;0;0;1;1;1;1;20;20;0;;;;;2 horas;10:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;3;0;0;1;1;1;1;20;19;1;;;;;;;2 horas;10:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;4;0;0;1;1;1;1;20;20;0;;;2 horas;17:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;5;0;0;1;1;1;1;20;20;0;;;;;;;2 horas;17:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;6;0;0;1;1;1;1;20;20;0;2 horas;17:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;7;0;0;1;1;1;1;20;20;0;2 horas;10:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;8;0;0;1;1;1;1;20;20;0;;;2 horas;12:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;9;0;0;1;1;1;1;20;20;0;;;;;2 horas;12:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CONOCER MADRID;10;0;0;1;1;1;1;20;20;0;;;;;;;2 horas;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ORIENTAL;1;0;0;1;1;0;0;3;0;3;;;;;;;;;;;1 hora, 30 min;18:00;;
7;CHAMBERI;C.C. 'GALILEO';CORTE Y CONFECCION;1;0;0;1;1;1;1;12;11;1;;;;;;;2 horas;12:00;2 horas;12:00;;;;
7;CHAMBERI;C.C. 'GALILEO';CORTE Y CONFECCION;1;0;0;1;1;1;1;9;9;0;2 horas;18:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CORTE Y CONFECCION;2;0;0;1;1;1;1;9;9;0;;;;;;;2 horas;16:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';CORTE Y CONFECCION;3;0;0;1;1;1;1;9;9;0;;;;;;;2 horas;10:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;1;0;0;1;1;1;1;28;24;4;;;;;;;;;1 hora;20:00;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;2;0;0;1;1;1;1;11;11;0;;;;;;;;;;;1 hora;12:00;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;1;1;1;0;0;0;0;1;0;1;;;;;;;;;1 hora, 30 min;17:00;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;2;1;1;0;0;0;0;12;5;7;;;;;;;;;;;1 hora;13:00;;
7;CHAMBERI;C.C. 'GALILEO';DANZAS DEL MUNDO;1;0;0;1;1;1;1;7;0;7;;;;;;;;;;;1 hora, 30 min;11:30;;
7;CHAMBERI;C.C. 'GALILEO';DESCUBRIR CIUDADES PARA VIAJAR;1;0;0;1;1;1;1;12;6;6;2 horas;17:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO;1;0;0;1;1;1;1;12;12;0;;;2 horas;12:00;;;2 horas;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO;2;0;0;1;1;1;1;12;12;0;;;2 horas;17:00;;;2 horas;17:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO;3;0;0;1;1;1;1;12;11;1;;;2 horas;19:00;;;2 horas;19:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO;4;0;0;1;1;1;1;10;10;0;2 horas;10:00;;;2 horas;10:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';DIBUJO;1;1;1;0;0;0;0;3;0;3;;;;;;;;;1 hora;17:30;;;;
7;CHAMBERI;C.C. 'GALILEO';ENCUADERNACION;1;0;0;1;1;1;1;10;10;0;;;4 horas;10:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ENCUADERNACION;2;0;0;1;1;1;1;10;10;0;;;4 horas;17:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ENCUADERNACION;3;0;0;1;1;1;1;10;10;0;;;;;4 horas;10:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ENCUADERNACION;4;0;0;1;1;1;1;10;10;0;;;;;4 horas;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ESTIRAMIENTO Y TONIFICACION;1;0;0;1;1;1;1;11;11;0;1 hora;16:00;;;1 hora;16:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';ESTIRAMIENTO Y TONIFICACION;2;0;0;1;1;1;1;11;11;0;;;;;;;;;1 hora;10:30;;;;
7;CHAMBERI;C.C. 'GALILEO';ESTIRAMIENTO Y TONIFICACION;3;0;0;1;1;1;1;11;11;0;;;;;;;;;1 hora, 30 min;9:00;;;;
7;CHAMBERI;C.C. 'GALILEO';EXPRESIVIDAD CORPORAL Y ORATORIA;1;0;0;1;1;1;1;12;8;4;2 horas;19:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';BAILE ESPAÑOL;1;0;0;1;1;1;1;11;11;0;;;;;;;;;1 hora, 30 min;11:30;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA CREATIVA;1;0;0;1;1;1;1;12;11;1;2 horas;10:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA CREATIVA;2;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;10:00;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA CREATIVA;3;0;0;1;1;1;1;12;11;1;;;;;;;;;2 horas;12:00;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA DIGITAL;1;0;0;1;1;1;1;12;12;0;2 horas;17:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA DIGITAL;2;0;0;1;1;1;1;12;11;1;2 horas;19:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';FOTOGRAFIA DIGITAL;3;0;0;1;1;1;1;12;11;1;;;;;;;2 horas;10:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';FRANCES;1;0;0;1;1;1;1;12;9;3;;;1 hora, 30 min;17:30;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';FRANCES;2;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;11:30;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;1;0;0;1;1;1;1;11;10;1;;;;;;;;;;;1 hora, 30 min;9:00;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;1;0;0;1;1;1;1;11;10;1;1 hora;12:00;;;1 hora;12:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;2;0;0;1;1;1;1;11;11;0;;;1 hora;12:00;;;1 hora;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;3;0;0;1;1;1;1;11;9;2;1 hora;17:00;;;1 hora;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;1;0;0;1;1;1;1;28;13;15;;;;;;;;;1 hora;11:00;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;2;0;0;1;1;1;1;22;9;13;;;;;;;;;1 hora;12:00;;;;
7;CHAMBERI;C.C. 'GALILEO';GIMNASIA DE MANTENIMIENTO;3;0;0;1;1;1;1;28;11;17;;;;;;;;;1 hora;13:00;;;;
7;CHAMBERI;C.C. 'GALILEO';GUITARRA CLASICA;1;0;0;1;1;1;1;4;4;0;;;;;;;1 hora, 30 min;19:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';GUITARRA CLASICA;2;0;0;1;1;1;1;4;4;0;;;;;;;;;1 hora, 30 min;18:30;;;;
7;CHAMBERI;C.C. 'GALILEO';GUITARRA CLASICA;1;0;1;0;0;0;0;4;4;0;;;;;;;1 hora, 30 min;17:30;;;;;;
7;CHAMBERI;C.C. 'GALILEO';GUITARRA CLASICA;2;0;1;0;0;0;0;4;4;0;;;;;;;;;1 hora, 30 min;17:00;;;;
7;CHAMBERI;C.C. 'GALILEO';HISTORIA DE ESPAÑA;1;0;0;1;1;1;1;12;12;0;;;2 horas;11:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';HISTORIA DE ESPAÑA;2;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;11:00;;;;
7;CHAMBERI;C.C. 'GALILEO';HISTORIA DEL ARTE;1;0;0;1;1;1;1;12;12;0;;;;;2 horas;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';HISTORIA GRANDES PERSONAJES;1;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;17:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INFORMATICA;1;0;0;1;1;1;1;12;12;0;2 horas;12:00;;;2 horas;12:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INFORMATICA;2;0;0;1;1;1;1;12;12;0;;;2 horas;16:00;;;2 horas;16:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INGLES;1;0;0;1;1;1;1;12;12;0;1 hora, 30 min;17:30;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INGLES;2;0;0;1;1;1;1;12;12;0;;;;;;;1 hora, 30 min;17:30;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INGLES;3;0;0;1;1;1;1;12;11;1;1 hora, 30 min;16:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INGLES;4;0;0;1;1;1;1;12;12;0;;;;;;;1 hora, 30 min;16:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INICIACION MUSICAL;1;1;1;0;0;0;0;8;8;0;;;;;1 hora;17:30;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INTERNET;1;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INTERNET;2;0;0;1;1;1;1;2;0;2;;;;;2 horas;16:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';INTRODUCCION A LA INTELIGENCIA ARTIFICIAL;1;0;0;1;1;1;1;12;12;0;;;;;;;;;;;2 horas;12:00;;
7;CHAMBERI;C.C. 'GALILEO';INTRODUCCION A LA INTELIGENCIA ARTIFICIAL;2;0;0;1;1;1;1;12;8;4;;;;;2 horas;18:00;;;2 horas;18:00;;;;
7;CHAMBERI;C.C. 'GALILEO';LENGUAJE MUSICAL;1;0;0;1;1;1;1;12;12;0;;;;;2 horas;10:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';LENGUAJE MUSICAL;2;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;19:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';MINDFULNESS;1;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;18:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';MINDFULNESS;2;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;16:30;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';MUSICA Y MOVIMIENTO;1;1;1;0;0;0;0;11;5;6;;;;;;;;;;;1 hora;10:30;;
7;CHAMBERI;C.C. 'GALILEO';NUEVAS TECNOLOGIAS EN DISPOSITIVOS MOVILES;1;0;0;1;1;1;1;12;12;0;;;2 horas;10:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';NUEVAS TECNOLOGIAS EN DISPOSITIVOS MOVILES;2;0;0;1;1;1;1;12;12;0;;;;;2 horas;10:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';NUEVAS TECNOLOGIAS EN DISPOSITIVOS MOVILES;3;0;0;1;1;1;1;12;12;0;;;2 horas;18:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';NUEVAS TECNOLOGIAS EN DISPOSITIVOS MOVILES;4;0;0;1;1;1;1;12;12;0;;;;;;;2 horas;18:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PAISAJE;1;0;0;1;1;1;1;12;12;0;2 horas;17:00;;;2 horas;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PAISAJE;2;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;10:00;;;;
7;CHAMBERI;C.C. 'GALILEO';PAISAJE;3;0;0;1;1;1;1;12;12;0;;;;;;;;;;;2 horas;12:00;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;1;0;0;1;1;1;1;2;2;0;1 hora;15:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;2;0;0;1;1;1;1;2;2;0;1 hora;16:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;3;0;0;1;1;1;1;2;2;0;1 hora;19:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;4;0;0;1;1;1;1;2;2;0;1 hora;20:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;5;0;0;1;1;1;1;2;2;0;;;1 hora;11:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;6;0;0;1;1;1;1;2;2;0;;;1 hora;12:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;7;0;0;1;1;1;1;2;2;0;;;1 hora;15:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;8;0;0;1;1;1;1;2;2;0;;;1 hora;16:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;9;0;0;1;1;1;1;2;2;0;;;1 hora;19:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;10;0;0;1;1;1;1;2;2;0;;;1 hora;20:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;11;0;0;1;1;1;1;2;2;0;;;;;1 hora;15:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;12;0;0;1;1;1;1;2;2;0;;;;;1 hora;16:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;13;0;0;1;1;1;1;2;2;0;;;;;1 hora;19:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;14;0;0;1;1;1;1;2;2;0;;;;;1 hora;20:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;15;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;11:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;16;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;12:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;17;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;15:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;18;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;16:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;19;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;19:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;20;0;0;1;1;1;1;2;2;0;;;;;;;1 hora;20:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;1;0;1;1;0;0;0;2;2;0;1 hora;17:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;2;0;1;1;0;0;0;2;2;0;1 hora;18:00;;;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;3;0;1;1;0;0;0;2;1;1;;;1 hora;17:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;4;0;1;1;0;0;0;2;2;0;;;1 hora;18:00;;;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;5;0;1;1;0;0;0;2;2;0;;;;;1 hora;17:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;6;0;1;1;0;0;0;2;2;0;;;;;1 hora;18:00;;;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;7;0;1;1;0;0;0;2;2;0;;;;;;;1 hora;17:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;8;0;1;1;0;0;0;2;2;0;;;;;;;1 hora;18:00;;;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;9;0;1;1;0;0;0;2;2;0;;;;;;;;;1 hora;17:00;;;;
7;CHAMBERI;C.C. 'GALILEO';PIANO;10;0;1;1;0;0;0;2;2;0;;;;;;;;;1 hora;18:00;;;;
