DISTRITO_COD;DISTRITO_DESC;ORGANISMO_DESC;ACTIVIDAD_DESC;GRUPO_DESC;INFANTIL;NIÑEZ;ADOLESCENCIA;JOVEN ADULTO;ADULTO;ADULTO MAYOR;NUM_MAXIMO_ASISTENTES;NUM_PLAZAS_OCUPADAS;NUM_PLAZAS_LIBRES;DURACION_ACTIVIDAD_LUNES;HORA_INICIO_LUNES;DURACION_ACTIVIDAD_MARTES;HORA_INICIO_MARTES;DURACION_ACTIVIDAD_MIERCOLES;HORA_INICIO_MIERCOLES;DURACION_ACTIVIDAD_JUEVES;HORA_INICIO_JUEVES;DURACION_ACTIVIDAD_VIERNES;HORA_INICIO_VIERNES;DURACION_ACTIVIDAD_SABADO;HORA_INICIO_SABADO;DURACION_ACTIVIDAD_DOMINGO;HORA_INICIO_DOMINGO
1;CENTRO;C.C. 'CLARA DEL REY';ACUARELA;1;0;0;1;1;1;1;12;12;0;;;;;;;2 HORAS, 30 MIN;17:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';BAILE EN LINEA;1;0;0;1;1;1;1;10;10;0;1 hora;19:00;;;1 hora;19:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';BAILE EN LINEA;2;0;0;1;1;1;1;10;10;0;1 hora;20:00;;;1 hora;20:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CERAMICA;1;0;0;1;1;1;1;8;8;0;3 horas;17:30;;;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CERAMICA;2;0;0;1;1;1;1;8;8;0;;;;;3 horas;17:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CERAMICA;3;0;0;1;1;1;1;8;8;0;;;;;;;;;3 horas;10:00;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CONOCER MADRID;1;0;0;1;1;1;1;15;15;0;;;;;2 horas;11:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CONOCER MADRID;2;0;0;1;1;1;1;15;15;0;;;2 horas;11:30;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CONOCER MADRID;3;0;0;1;1;1;1;15;15;0;;;;;;;2 horas;11:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CORTE Y CONFECCION;1;0;0;1;1;1;1;8;8;0;3 horas;10:00;;;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';CORTE Y CONFECCION;2;0;0;1;1;1;1;8;8;0;;;3 horas;10:00;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';DIBUJO;1;0;0;1;1;1;1;12;12;0;1 hora, 30 min;10:30;;;1 hora, 30 min;10:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';FITNESS;1;0;0;1;1;1;1;12;12;0;1 hora;17:00;;;1 hora;17:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';FITNESS;2;0;0;1;1;1;1;12;12;0;1 hora;18:00;;;1 hora;18:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';FITNESS;3;0;0;1;1;1;1;12;12;0;;;1 hora;9:30;;;1 hora;9:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';FITNESS;4;0;0;1;1;1;1;12;12;0;;;1 hora;10:30;;;1 hora;10:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';ENCUADERNACION;1;0;0;1;1;1;1;8;8;0;3 horas;17:00;;;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';ENCUADERNACION;2;0;0;1;1;1;1;8;8;0;;;;;;;3 horas;17:00;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';FOTOGRAFIA URBANA Y PAISAJISTICA;1;0;0;1;1;1;1;10;10;0;;;2 horas;17:30;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';INFORMATICA;1;0;0;1;1;1;1;8;8;0;;;1 hora, 30 min;10:30;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';INGLES;1;0;0;1;1;1;1;10;10;0;1 hora, 30 min;17:00;;;1 hora, 30 min;17:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';INGLES;1;0;0;1;1;1;1;10;10;0;1 hora, 30 min;18:30;;;1 hora, 30 min;18:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PILATES;1;0;0;1;1;1;1;12;12;0;;;1 hora;11:30;;;1 hora;11:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PILATES;2;0;0;1;1;1;1;12;12;0;;;1 hora;12:30;;;1 hora;12:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PILATES;3;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;18:00;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PILATES;4;0;0;1;1;1;1;12;12;0;;;;;;;1 hora, 30 min;18:00;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PILATES;17;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;12:30;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PINTURA;1;0;0;1;1;1;1;12;12;0;;;3 horas;10:00;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PINTURA;2;0;0;1;1;1;1;12;12;0;;;2 HORAS, 30 MIN;17:30;;;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';PINTURA;3;0;0;1;1;1;1;12;12;0;;;;;;;3 horas;10:00;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';TAI CHI;1;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;9:30;;;;
1;CENTRO;C.C. 'CLARA DEL REY';TAI CHI;2;0;0;1;1;1;1;13;13;0;;;;;;;;;1 hora, 30 min;11:00;;;;
1;CENTRO;C.C. 'CLARA DEL REY';TEATRO;1;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;17:00;;;;
1;CENTRO;C.C. 'CLARA DEL REY';TECNICAS DE MEMORIA;1;0;0;1;1;1;1;10;10;0;;;;;;;1 hora, 30 min;11:00;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';YOGA;1;0;0;1;1;1;1;12;12;0;1 hora, 30 min;9:30;;;1 hora, 30 min;9:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';YOGA;2;0;0;1;1;1;1;12;12;0;1 hora, 30 min;11:00;;;1 hora, 30 min;11:00;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';YOGA;3;0;0;1;1;1;1;12;12;0;1 hora, 30 min;12:30;;;1 hora, 30 min;12:30;;;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';YOGA;4;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;16:30;;;1 hora, 30 min;16:30;;;;;;
1;CENTRO;C.C. 'CLARA DEL REY';YOGUILATES;1;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;16:30;;;;
1;CENTRO;C.C. 'LAVAPIES';ARTESANIA;1;0;0;1;1;1;1;12;12;0;;;;;3 horas;17:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';BAILE EN LINEA;1;0;0;1;1;1;1;12;12;0;;;;;1 hora, 30 min;18:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';BISUTERIA / JOYERIA ARTESANAL;1;0;0;1;1;1;1;12;12;0;;;2 HORAS, 30 MIN;17:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CATA DE VINOS;1;0;0;0;1;1;1;14;14;0;;;1 hora, 30 min;18:00;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CERAMICA;4;0;0;1;1;1;1;12;12;0;;;;;;;4 horas;9:45;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CERAMICA;5;0;0;1;1;1;1;12;12;0;;;;;;;3 horas;16:30;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CERAMICA;1;0;0;1;1;1;1;12;12;0;;;4 horas;9:45;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CERAMICA;2;0;0;1;1;1;1;12;12;0;;;3 horas;16:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CERAMICA;3;0;0;1;1;1;1;12;12;0;;;;;3 horas;10:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CONOCER MADRID;1;0;0;1;1;1;1;14;13;1;2 horas;10:00;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CONOCER MADRID;3;0;0;1;1;1;1;14;14;0;;;;;;;;;2 horas;10:00;;;;
1;CENTRO;C.C. 'LAVAPIES';CONOCER MADRID;2;0;0;1;1;1;1;14;14;0;;;;;2 horas;10:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CORTE Y CONFECCION;2;0;0;1;1;1;1;12;12;0;;;;;;;3 horas;10:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CORTE Y CONFECCION;3;0;0;1;1;1;1;13;13;0;;;;;;;3 horas;17:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';CORTE Y CONFECCION;4;0;0;1;1;1;1;11;11;0;;;;;;;;;3 horas;10:00;;;;
1;CENTRO;C.C. 'LAVAPIES';CORTE Y CONFECCION;1;0;0;1;1;1;1;12;12;0;3 horas;17:00;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';DIBUJO;1;0;1;1;0;0;0;12;12;0;;;;;;;;;2 horas;17:30;;;;
1;CENTRO;C.C. 'LAVAPIES';ESTIRAMIENTO Y TONIFICACION;1;0;0;1;1;1;1;12;12;0;1 hora, 30 min;18:00;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';BAILE ESPAÑOL;1;0;0;1;1;1;1;12;10;2;1 hora, 30 min;19:35;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';BAILE ESPAÑOL;2;0;0;1;1;1;1;12;12;0;;;;;1 hora, 30 min;19:35;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';FRANCES;1;0;0;1;1;1;1;10;10;0;;;;;;;;;1 hora, 30 min;17:30;;;;
1;CENTRO;C.C. 'LAVAPIES';GIMNASIA DE MANTENIMIENTO;1;0;0;1;1;1;1;12;12;0;;;;;1 hora;10:30;;;1 hora;10:30;;;;
1;CENTRO;C.C. 'LAVAPIES';GUITARRA;1;0;0;1;1;1;1;14;14;0;;;1 hora, 30 min;17:00;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';GUITARRA;2;0;0;1;1;1;1;14;13;1;;;;;1 hora, 30 min;17:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';ITALIANO;1;0;0;1;1;1;1;10;10;0;;;;;;;1 hora, 30 min;17:30;;;;;;
1;CENTRO;C.C. 'LAVAPIES';ITALIANO;1;0;0;1;1;1;1;10;10;0;;;;;;;1 hora, 30 min;19:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PILATES;1;0;0;1;1;1;1;12;11;1;1 hora, 30 min;11:30;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PILATES;2;0;0;1;1;1;1;12;12;0;;;1 hora;17:00;;;1 hora;17:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PILATES;5;0;0;1;1;1;1;12;12;0;;;;;;;1 hora, 30 min;19:10;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PILATES;3;0;0;1;1;1;1;12;12;0;;;;;1 hora;9:30;;;1 hora;9:30;;;;
1;CENTRO;C.C. 'LAVAPIES';PILATES;4;0;0;1;1;1;1;12;12;0;;;;;1 hora, 30 min;12:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PINTURA;1;0;0;1;1;1;1;14;14;0;3 horas;17:00;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PINTURA;3;0;0;1;1;1;1;14;14;0;;;;;3 horas;10:30;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PINTURA;4;0;0;1;1;1;1;14;14;0;;;;;3 horas;17:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';PINTURA;2;0;0;1;1;1;1;14;14;0;;;3 horas;10:00;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;1;0;0;1;1;1;1;10;10;0;3 horas;17:30;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;2;0;0;1;1;1;1;10;10;0;;;3 horas;10:00;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;3;0;0;1;1;1;1;10;10;0;;;3 horas;17:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;4;0;0;1;1;1;1;10;10;0;;;;;3 horas;10:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;5;0;0;1;1;1;1;10;10;0;;;;;;;3 horas;10:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';RESTAURACION DE MUEBLES;6;0;0;1;1;1;1;10;9;1;;;;;;;3 horas;17:30;;;;;;
1;CENTRO;C.C. 'LAVAPIES';TALLA EN MADERA;1;0;0;1;1;1;1;12;12;0;;;;;3 horas;10:00;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';TEATRO;1;0;0;1;1;1;1;14;14;0;2 horas;17:30;;;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';TEATRO;2;0;0;1;1;1;1;14;14;0;;;2 horas;18:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';TECNICAS DE MEMORIA;1;0;0;1;1;1;1;10;10;0;;;1 hora, 30 min;10:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;4;0;0;1;1;1;1;12;10;2;;;;;;;1 hora, 30 min;9:30;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;1;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;9:30;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;2;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;11:00;;;;;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;3;0;0;1;1;1;1;12;12;0;;;1 hora;18:05;;;1 hora;18:05;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;5;0;0;1;1;1;1;12;12;0;;;;;;;1 hora, 30 min;11:00;;;;;;
1;CENTRO;C.C. 'LAVAPIES';YOGA;6;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;17:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';ACTIVIDADES CREATIVAS;1;1;1;0;0;0;0;12;3;9;;;;;;;;;1 hora, 30 min;17:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';ACUARELA;1;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;10:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';ACUARELA;2;0;0;1;1;1;1;12;12;0;;;;;;;;;2 horas;12:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';ACUARELA;3;0;0;1;1;1;1;12;12;0;;;;;;;3 horas;17:30;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';AJEDREZ;1;0;0;1;1;1;1;16;15;1;;;;;;;1 hora, 30 min;19:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';BAILES LATINOS;1;0;0;0;1;1;1;12;10;2;;;;;;;;;1 hora, 30 min;19:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CONOCER MADRID;1;0;0;1;1;1;1;14;14;0;;;;;2 horas;12:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CONOCER MADRID;2;0;0;1;1;1;1;15;15;0;;;;;;;2 horas;10:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CONOCER MADRID;3;0;0;1;1;1;1;14;14;0;;;;;;;2 horas;12:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CONOCER MADRID;4;0;0;1;1;1;1;14;14;0;;;;;;;;;2 horas;10:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CORTE Y CONFECCION;1;0;0;0;1;1;1;12;12;0;;;;;2 HORAS, 30 MIN;18:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';CINE;1;0;0;1;1;1;1;16;16;0;;;;;;;;;3 horas;17:30;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';DIBUJO;1;0;0;1;1;1;1;12;12;0;;;2 horas;10:00;;;2 horas;10:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';DIBUJO;2;0;0;1;1;1;1;12;11;1;;;2 horas;12:00;;;2 horas;12:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';GUITARRA;4;0;0;1;1;1;1;8;7;1;;;1 hora, 30 min;19:00;;;1 hora, 30 min;19:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';GUITARRA;1;0;0;1;1;1;1;8;8;0;1 hora, 30 min;17:30;;;1 hora, 30 min;17:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';GUITARRA;2;0;0;1;1;1;1;8;8;0;1 hora, 30 min;19:00;;;1 hora, 30 min;19:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';GUITARRA;3;0;0;1;1;1;1;8;6;2;;;1 hora, 30 min;17:30;;;1 hora, 30 min;17:30;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';HISTORIA DEL ARTE;1;0;0;1;1;1;1;16;16;0;;;2 horas;18:30;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';HISTORIA DEL ARTE;1;0;0;1;1;1;1;16;14;2;;;;;;;2 horas;17:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';INGLES;1;0;0;1;1;1;1;16;16;0;2 horas;10:15;;;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';INGLES;2;0;0;1;1;1;1;16;15;1;2 horas;17:00;;;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';INGLES;1;0;0;1;1;1;1;16;15;1;;;2 horas;16:30;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';MINDFULNESS;1;0;0;0;1;1;1;14;14;0;1 hora, 30 min;19:00;;;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';HISTORIA DEL ARTE;1;0;0;1;1;1;1;16;16;0;;;;;2 horas;11:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;2;0;0;1;1;1;1;12;12;0;1 hora;19:30;;;1 hora;19:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;3;0;0;1;1;1;1;12;12;0;;;1 hora;18:00;;;1 hora;18:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;4;0;0;1;1;1;1;12;12;0;;;1 hora;19:00;;;1 hora;19:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;5;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;9:00;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;1;0;0;1;1;1;1;12;12;0;1 hora;18:30;;;1 hora;18:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PILATES;6;0;0;1;1;1;1;12;12;0;;;;;;;;;1 hora, 30 min;10:30;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PINTURA;5;0;0;1;1;1;1;12;12;0;;;3 horas;17:30;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PINTURA;1;0;0;1;1;1;1;12;12;0;2 horas;10:00;;;2 horas;10:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PINTURA;2;0;0;1;1;1;1;12;11;1;1 hora, 30 min;12:00;;;1 hora, 30 min;12:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PINTURA;3;0;0;1;1;1;1;12;12;0;2 horas;16:30;;;2 horas;16:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';PINTURA;4;0;0;1;1;1;1;12;12;0;2 horas;18:30;;;2 horas;18:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';TAI CHI;1;0;0;1;1;1;1;13;12;1;;;1 hora;11:15;;;1 hora;11:15;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';TAI CHI;2;0;0;1;1;1;1;12;12;0;;;1 hora;12:15;;;1 hora;12:15;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';TAI CHI;3;0;0;1;1;1;1;12;12;0;;;1 hora, 30 min;16:30;;;1 hora, 30 min;16:30;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';TEATRO;1;0;1;1;0;0;0;12;9;3;;;;;;;;;;;1 hora, 30 min;11:00;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';TECNICAS DE MEMORIA;1;0;0;1;1;1;1;16;15;1;;;1 hora, 30 min;10:30;;;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;1;0;0;1;1;1;1;12;12;0;1 hora;9:00;;;1 hora;9:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;2;0;0;1;1;1;1;12;12;0;1 hora;10:00;;;1 hora;10:00;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;4;0;0;1;1;1;1;12;12;0;1 hora;17:30;;;1 hora;17:30;;;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;5;0;0;1;1;1;1;12;11;1;;;1 hora;9:00;;;1 hora;9:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;6;0;0;1;1;1;1;12;12;0;;;1 hora;10:00;;;1 hora;10:00;;;;;;
1;CENTRO;C.C. 'PUERTA DE TOLEDO';YOGA;3;0;0;1;1;1;1;12;11;1;1 hora;16:30;;;1 hora;16:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';AEROBAILE;1;0;0;1;1;1;1;16;0;16;;;1 hora;18:30;;;1 hora;18:30;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';AEROBAILE;3;0;0;1;1;1;1;16;0;16;;;;;;;;;2 horas;10:00;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';AEROBAILE;4;0;0;1;1;1;1;16;0;16;1 hora;17:30;;;1 hora;17:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';AEROBAILE;2;0;0;1;1;1;1;12;0;12;;;2 horas;11:00;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';AEROBIC;1;0;0;1;1;1;1;16;0;16;1 hora;11:00;;;1 hora;11:00;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ALEMAN;1;0;0;1;1;1;1;15;0;15;;;;;2 horas;19:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ALEMAN;2;0;0;1;1;1;1;16;0;16;;;;;2 horas;11:00;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILE ESPAÑOL;1;0;0;1;1;1;1;16;0;16;;;1 hora;16:30;;;1 hora;16:30;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES DE SALON;2;0;0;1;1;1;1;8;0;8;;;;;;;;;2 horas;19:30;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES DE SALON;1;0;0;1;1;1;1;8;0;8;2 horas;19:30;;;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES DE SALON;1;0;0;1;1;1;1;8;0;8;;;;;2 horas;19:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES DE SALON;2;0;0;1;1;1;1;8;0;8;;;;;;;;;2 horas;17:30;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES DE SALON;3;0;0;1;1;1;1;8;0;8;;;;;;;;;;;2 horas;12:00;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES LATINOS;1;0;0;1;1;1;1;17;0;17;2 horas;19:30;;;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES LATINOS;1;0;0;1;1;1;1;16;0;16;;;;;;;;;;;2 horas;10:00;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES LATINOS;2;0;0;1;1;1;1;16;0;16;;;;;;;;;;;2 horas;12:00;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILES LATINOS;2;0;0;1;1;1;1;16;0;16;;;;;2 horas;19:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CONOCER MADRID;1;0;0;0;1;1;1;20;0;20;;;2 horas;17:00;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CONOCER MADRID;2;0;0;0;1;1;1;21;0;21;;;;;2 horas;10:00;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CONOCER MADRID;3;0;0;0;1;1;1;20;0;20;;;;;;;2 horas;17:00;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CONOCER MADRID;4;0;0;0;1;1;1;22;0;22;;;;;;;;;2 horas;10:00;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CORTE Y CONFECCION;1;0;0;1;1;1;1;15;0;15;2 horas;9:30;;;2 horas;9:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CORTE Y CONFECCION;2;0;0;1;1;1;1;16;0;16;2 horas;16:30;;;2 horas;16:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CORTE Y CONFECCION;3;0;0;1;1;1;1;15;0;15;2 horas;18:30;;;2 horas;18:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';CORTE Y CONFECCION;4;0;0;1;1;1;1;15;0;15;;;2 horas;9:30;;;2 horas;9:30;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILE ORIENTAL;1;0;0;1;1;1;1;12;0;12;;;;;;;;;2 horas;17:00;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';BAILE ORIENTAL;2;0;0;1;1;1;1;12;0;12;;;;;;;;;2 horas;19:00;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';DIBUJO;1;1;1;1;0;0;0;15;0;15;1 hora, 30 min;18:00;;;1 hora, 30 min;18:00;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ENCAJE DE BOLILLOS;1;0;0;1;1;1;1;15;0;15;2 horas;11:30;;;2 horas;11:30;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ENCAJE DE BOLILLOS;2;0;0;1;1;1;1;15;0;15;;;2 horas;16:30;;;2 horas;16:30;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ENCUADERNACION;1;0;0;1;1;1;1;16;0;16;3 horas;10:00;;;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ENCUADERNACION;2;0;0;1;1;1;1;15;0;15;3 horas;18:00;;;;;;;;;;;;
2;ARGANZUELA;C.C. 'CASA DEL RELOJ';ENCUADERNACION;3;0;0;1;1;1;1;15;0;15;;;;;3 horas;18:00;;;;;;;;
